id,username,created_at,lng,lat,text
1533659197899829249,hooperstarium,Mon Jun 06 03:57:01 +0000 2022,-115.223125,36.232915,"Looney tunes ""pitch perfect"" as Poole &amp; the @warriors silence the @celtics 107-88 in #NBAFinals Game 2. https://t.co/M5FHdSjb6H"
1533659209920675841,ThisKidB,Mon Jun 06 03:57:04 +0000 2022,-122.2286855,37.791994,Hahahaha you stuck in purgatory.. he do make the offense look disjointed though
1533659232033067009,sashadigiulian,Mon Jun 06 03:57:09 +0000 2022,-105.5508905,38.997935999999996,Celtics maybe should have eaten a PERFORM bar. But there’s always RECOVER now… https://t.co/BN1WRavCDj 🍋 🍒 🥜 #NBAFinals
1533659772431413248,CEOofYEEZUS,Mon Jun 06 03:59:18 +0000 2022,-122.529191,45.432278499999995,I need this tee🔥🔥
1533659800118206464,allvarado12,Mon Jun 06 03:59:25 +0000 2022,-100.29359149999999,25.6417185,"@OliiverJaviier A la verga Celtics, la pandilla, y el portero de MDM."
1533660027398914049,ledfordx_x,Mon Jun 06 04:00:19 +0000 2022,-117.6737715,35.619701500000005,Damn! I took a nap and just woke up. I missed the #Warriors #Celtics game.
1533660321436602369,djsoap92,Mon Jun 06 04:01:29 +0000 2022,-84.31507049999999,33.8745435,Honestly Draymond was right. The celtics got 16 from three guys who gave 65 in game one. Should be interesting for… https://t.co/ryyIn2dG3u
1533660480446681088,coug88,Mon Jun 06 04:02:07 +0000 2022,-122.4359785,37.7706565,My #Celtics brothers and sisters tonight's game 2 was rough.  That 3rd quarter was ugly but I have zero regrets abo… https://t.co/e5ULhv3dF0
1533661208305635328,AdolphMark,Mon Jun 06 04:05:00 +0000 2022,123.942861,10.355342499999999,Dray need to mention KD 😭😭😭
1533661476086497280,SavageNtheBox,Mon Jun 06 04:06:04 +0000 2022,-73.9685415,40.780709,@taylorcsnow @jaytatum0 @celtics https://t.co/S6fZxg1fW9
