id,username,created_at,lng,lat,text
1533611445891612673,cocobunny2,Mon Jun 06 00:47:16 +0000 2022,-71.046906,42.1285825,"Guys just play your best ball, we already know the deal. Let's Go @celtics ☘️💚🏀👏"
1533611455634935811,hughwpage,Mon Jun 06 00:47:18 +0000 2022,-80.2918455,27.165487,@celtics Stop turning the ball over #Celtics
1533611456096153601,thereal_Dash_O,Mon Jun 06 00:47:18 +0000 2022,-118.4119065,34.0207895,Celtics in 4
1533611602230001665,peterstringer,Mon Jun 06 00:47:53 +0000 2022,-82.7553405,27.9927105,Poole is clearly trying to trip White from behind on that play. That’s an easy tech. #Celtics
1533611629660803074,tahlialicia,Mon Jun 06 00:48:00 +0000 2022,-77.27595299999999,18.1154075,watching the celtics for jayson tatum &lt;33
1533611686715867136,_jephron,Mon Jun 06 00:48:13 +0000 2022,36.9819755,-1.1780745000000001,I hope Boston Celtics will win this game. They look slippery though.
1533611728767922178,theautonest,Mon Jun 06 00:48:23 +0000 2022,-117.1195165,33.501021,Hate to cheer for the #Warriors but don’t wanna see #celtics win a chip!!! #CelticsVsWarriors #NBAFinals #LakerNation
1533611745364758528,andrwtoinfinity,Mon Jun 06 00:48:27 +0000 2022,-122.3306025,47.614817,that should not have been a technical foul on jordan poole and im a celtics fan
1533611757918466055,scott67nh,Mon Jun 06 00:48:30 +0000 2022,-72.28464600000001,42.9467145,I hope the Celtics get crushed 🤬
1533611848309690368,ChefBWycoff,Mon Jun 06 00:48:52 +0000 2022,-117.0226945,38.502147,@NBAOfficial @NBA 😂 so obvious to see how this game is going.
1533611868895559685,bigsmokesp,Mon Jun 06 00:48:57 +0000 2022,-93.6063695,41.5764375,@celtics white with the swat 👀👀 https://t.co/3GWDoAczcs
1533611901237792769,BrittoFilipe,Mon Jun 06 00:49:05 +0000 2022,-47.0112185,-21.4492325,Bora @celtics! #NBA75 #AllAbout18 #BleedGreen #NBAFinals #NBAnaESPN @ESPNBrasil @cvzpatagoniabr @NBABrasil https://t.co/ZtAvkicsWX
